170	18	66	52	170
170	170	18	66	52	170
170	18	66	52	170
170	63	18	66	52	63
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
63	18	66	52	63	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	97	115	100	102	97	115	100	102	97	115	100	102	97	100	115	102	97	115	100	102	97	115	100	102	97	115	100	102	97	115	100	102
